Review Title,Review Description,Review Rating,Sentiment,Review,scores,compound,SIA_sentiment_type
well located hotel singapore,located near raffles city shopping mall carlton hotel minute walk away city hall mrt red green lines hence pretty convenient based hotel plenty food found mall chijmes across road easy check check room spacious clean overlooking swimming pool usual amenities bottled water free wifi tv bath tub shower toiletries paid sgd night reasonable considering rates fairmont across road hotel double likely return stay next singapore within area,4,2,well located hotel singaporelocated near raffles city shopping mall carlton hotel minute walk away city hall mrt red green lines hence pretty convenient based hotel plenty food found mall chijmes across road easy check check room spacious clean overlooking swimming pool usual amenities bottled water free wifi tv bath tub shower toiletries paid sgd night reasonable considering rates fairmont across road hotel double likely return stay next singapore within area,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.9217}",0.9217,2
great hotel stay singapore,carlton excellent hotel stay visiting legendary city located heart metropole one walk take short cab ride gardens bay haji lane hawker fair food market singapore two days way maldives great way see highlights room exceptionally clean comfortable lucky enough spectacular panoramic view city breakfast carlton good service exceptional,4,2,great hotel stay singaporecarlton excellent hotel stay visiting legendary city located heart metropole one walk take short cab ride gardens bay haji lane hawker fair food market singapore two days way maldives great way see highlights room exceptionally clean comfortable lucky enough spectacular panoramic view city breakfast carlton good service exceptional,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.9793}",0.9793,2
impressive,location excellent walking distance cbd marina bay etc key roads getting around across road couple shopping malls next chimes lots options food drinks approx mins airport staff good helpful breakfast excellent full range expect level hotel good quality also room large comfortable well equipped gym small good everything needed pool also small well spaced nice areas sunbathing relaxing overall good certainly look come,5,2,impressivelocation excellent walking distance cbd marina bay etc key roads getting around across road couple shopping malls next chimes lots options food drinks approx mins airport staff good helpful breakfast excellent full range expect level hotel good quality also room large comfortable well equipped gym small good everything needed pool also small well spaced nice areas sunbathing relaxing overall good certainly look come,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.9879}",0.9879,2
excellent hotel,firstly would like say big thank edward reception helping us last week stayed nights used hotel number times location fantastic supermarket shopping mall across road mrt station minute walk walking distance arab street bugis street china town many places interest beds comfortable rooms well appointed staff extremely helpful level customer service excellent definitely stay highly recommend carlton,5,2,excellent hotelfirstly would like say big thank edward reception helping us last week stayed nights used hotel number times location fantastic supermarket shopping mall across road mrt station minute walk walking distance arab street bugis street china town many places interest beds comfortable rooms well appointed staff extremely helpful level customer service excellent definitely stay highly recommend carlton,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.9867}",0.9867,2
super convenient hotel,attended conference singapore stay hotel nights hotel super convenient next city hall mrt station reach convention centre mins walk room clean spacious certainly take hotel next time visit singapore,5,2,super convenient hotelattended conference singapore stay hotel nights hotel super convenient next city hall mrt station reach convention centre mins walk room clean spacious certainly take hotel next time visit singapore,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.9186}",0.9186,2
know better,location hotel excellent across raffles shopping center chjmes rooms would good size also feel good state however setting seems gloomy lots grey kind dark positive may wrong design different design extremely loud neighbours small kids wonder also issue noise insulation people floor left bags garbage outside door instant noodles fast food stuff issue day completely diminished perceived quality house staff reception ok stand asked certain type room higher floor quiet somehow got opposite gentle polite,3,1,know betterlocation hotel excellent across raffles shopping center chjmes rooms would good size also feel good state however setting seems gloomy lots grey kind dark positive may wrong design different design extremely loud neighbours small kids wonder also issue noise insulation people floor left bags garbage outside door instant noodles fast food stuff issue day completely diminished perceived quality house staff reception ok stand asked certain type room higher floor quiet somehow got opposite gentle polite,"{'neg': 0.05, 'neu': 0.687, 'pos': 0.263, 'compound': 0.9595}",0.9595,2
singapore trip,great hotel choice service good staff helpful pleasant centrally situated attractions within walking distance next door raffles chines road orchard road easy get around would visit,4,2,singapore tripgreat hotel choice service good staff helpful pleasant centrally situated attractions within walking distance next door raffles chines road orchard road easy get around would visit,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.9287}",0.9287,2
excellent visit couples,second visit hotel excellent service attention detail manager club facilities mr kieran wang took time find visited previously really made us feel welcome level attention detail exceptional always attentive guests club facilities well worth extra day tea coffee breakfast evening cocktails canap first class,5,2,excellent visit couplessecond visit hotel excellent service attention detail manager club facilities mr kieran wang took time find visited previously really made us feel welcome level attention detail exceptional always attentive guests club facilities well worth extra day tea coffee breakfast evening cocktails canap first class,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.9246}",0.9246,2
great location,first trip singapore stayed nights hotel great location walking around city also close mrt stations rooms clean well appointed spend much time hotel way staff friendly always helpful needed downside pool sun mid afternoon went relax,4,2,great locationfirst trip singapore stayed nights hotel great location walking around city also close mrt stations rooms clean well appointed spend much time hotel way staff friendly always helpful needed downside pool sun mid afternoon went relax,"{'neg': 0.038, 'neu': 0.548, 'pos': 0.414, 'compound': 0.9633}",0.9633,2
great location comfortable rooms,second time staying carlton hotel singapore stayed night long weekend august carlton hotel singapore located city hall minutes walk city hall mrt station centrally located lot nearby shopping centers places interest check took quite bit time although already past published check time rooms like clean comfortable time walked around hotel see facilities gym reasonable size quite well equipped pool quite small big hotel though quite empty spaces though poorly utilized spaces made us feel like condominium common area bbq pits,4,2,great location comfortable roomssecond time staying carlton hotel singapore stayed night long weekend august carlton hotel singapore located city hall minutes walk city hall mrt station centrally located lot nearby shopping centers places interest check took quite bit time although already past published check time rooms like clean comfortable time walked around hotel see facilities gym reasonable size quite well equipped pool quite small big hotel though quite empty spaces though poorly utilized spaces made us feel like condominium common area bbq pits,"{'neg': 0.021, 'neu': 0.741, 'pos': 0.238, 'compound': 0.967}",0.967,2
central location good business overpriced,stayed nights business great central location got room upgrade premier room bath pros clean modern central location business great restaurants nearby cons overpriced even singapore standards although rate included breakfast,4,2,central location good business overpricedstayed nights business great central location got room upgrade premier room bath pros clean modern central location business great restaurants nearby cons overpriced even singapore standards although rate included breakfast,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.93}",0.93,2
stopover singapore flying home,week penang opted one night singapore conjunction singapore independence day celebrations took premier club room gave us free breakfast nightly free flowing drinks food pm pm premier club lounge gave us great view celebrations kilometre away check th floor club guests club lounge little early given tea coffee biscuits whilst waited room room standard sized room comfortable th floor plus bath separate rain shower pays check hand shower position turn shower inadvertently get blast cold water face room iron ironing board safe,5,2,stopover singapore flying homeweek penang opted one night singapore conjunction singapore independence day celebrations took premier club room gave us free breakfast nightly free flowing drinks food pm pm premier club lounge gave us great view celebrations kilometre away check th floor club guests club lounge little early given tea coffee biscuits whilst waited room room standard sized room comfortable th floor plus bath separate rain shower pays check hand shower position turn shower inadvertently get blast cold water face room iron ironing board safe,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.9643}",0.9643,2
great location good hotel,stayed two nights way europe nice rooms location nice central anywhere want go perfect brief stopover pool got rather busy expected heat,4,2,great location good hotelstayed two nights way europe nice rooms location nice central anywhere want go perfect brief stopover pool got rather busy expected heat,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.9485}",0.9485,2
relaxing stay premier room,took risk cheaper non refundable rates premier room stayed hotel previously room th floor overlooked raffles hotel swimming pool great view marina bay area room could faulted although take day two work shower controls walked couple blocks bugis times take advantage cheap one small complaint handy phone battery given management note room longer functional australian tv channel allowed us watch afl games weekend check gym pool way inclined,4,2,relaxing stay premier roomtook risk cheaper non refundable rates premier room stayed hotel previously room th floor overlooked raffles hotel swimming pool great view marina bay area room could faulted although take day two work shower controls walked couple blocks bugis times take advantage cheap one small complaint handy phone battery given management note room longer functional australian tv channel allowed us watch afl games weekend check gym pool way inclined,"{'neg': 0.118, 'neu': 0.768, 'pos': 0.113, 'compound': 0.3818}",0.3818,2
good,location perfect shopping raffles centre diagonally across road raffles hotel also across road renovations room th floor club lounge area breakfast included breakfast adequate everything could need mix asian usual western fare room serviced day beds comfortable view room great could ask good view needed clean interesting glass sculptures foyer places dine hotel raffles many places suit choices fantastic designer store shopping levels food basement level perfect stay us two days views th floor next dining room towards marina bay raffles centre,4,2,goodlocation perfect shopping raffles centre diagonally across road raffles hotel also across road renovations room th floor club lounge area breakfast included breakfast adequate everything could need mix asian usual western fare room serviced day beds comfortable view room great could ask good view needed clean interesting glass sculptures foyer places dine hotel raffles many places suit choices fantastic designer store shopping levels food basement level perfect stay us two days views th floor next dining room towards marina bay raffles centre,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.981}",0.981,2
excellent beds amazing staff,lovely hotel fabulous rooms staying club excellent option staff friendly professional always attentive making stay unique beds amazing one best ones ever slept perfect swimming pool nice better go night location good really close best attractions shopping centres events really well organised definitely last time,5,2,excellent beds amazing stafflovely hotel fabulous rooms staying club excellent option staff friendly professional always attentive making stay unique beds amazing one best ones ever slept perfect swimming pool nice better go night location good really close best attractions shopping centres events really well organised definitely last time,"{'neg': 0.0, 'neu': 0.394, 'pos': 0.606, 'compound': 0.9942}",0.9942,2
friendly helpful staff clean comfortsble room,staff encountered cleaners mid management courteous helpful room clean comfortable bed night lights took working figured good breakfast available coffee pastries hotel close raffles city food court mrt,5,2,friendly helpful staff clean comfortsble roomstaff encountered cleaners mid management courteous helpful room clean comfortable bed night lights took working figured good breakfast available coffee pastries hotel close raffles city food court mrt,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9709}",0.9709,2
great stay,stayed couple days stopover australia great room rd floor excellent super king bed good sized room facilities range bars restaurants although didnt frequent enjoyed couple beers pool bar ate breakfast hotel super selection suit tastes continental variety pastries hot buffet english style ingrecients omelettes eggs cooked order plus array diffent asian breakfast delicacies definitely place stay,5,2,great staystayed couple days stopover australia great room rd floor excellent super king bed good sized room facilities range bars restaurants although didnt frequent enjoyed couple beers pool bar ate breakfast hotel super selection suit tastes continental variety pastries hot buffet english style ingrecients omelettes eggs cooked order plus array diffent asian breakfast delicacies definitely place stay,"{'neg': 0.035, 'neu': 0.636, 'pos': 0.329, 'compound': 0.9738}",0.9738,2
luxury,stayed night experience disappointed room huge provided amenities well fancy things use even outside hotel beautiful view location hotel convenient breakfast varied fantastic back,5,2,luxurystayed night experience disappointed room huge provided amenities well fancy things use even outside hotel beautiful view location hotel convenient breakfast varied fantastic back,"{'neg': 0.091, 'neu': 0.559, 'pos': 0.35, 'compound': 0.8316}",0.8316,2
nice hotel,hotel located center close metro stations staff professional helpful room nice modern spacious comfortable nice pool unfortunately time use breakfast good great variety food,5,2,nice hotelhotel located center close metro stations staff professional helpful room nice modern spacious comfortable nice pool unfortunately time use breakfast good great variety food,"{'neg': 0.059, 'neu': 0.416, 'pos': 0.526, 'compound': 0.959}",0.959,2
excellent base family four,family four two children stayed nights priorities us convenient location clean facilities enough space family luggage carlton ticked however come price service wise real fault met arrival luggage taken room check fairly swift thing might issue take deposit personally big problem deposit sgd cover things like minibar guess full amount refunded breakfast included staff friendly especially towards children high chairs available request even provide,5,2,excellent base family fourfamily four two children stayed nights priorities us convenient location clean facilities enough space family luggage carlton ticked however come price service wise real fault met arrival luggage taken room check fairly swift thing might issue take deposit personally big problem deposit sgd cover things like minibar guess full amount refunded breakfast included staff friendly especially towards children high chairs available request even provide,"{'neg': 0.099, 'neu': 0.697, 'pos': 0.204, 'compound': 0.8316}",0.8316,2
centre everything,stayed friends close shops transport great eating places quieter orchard road room executive room large modern great bath gym fantastic breakfast buffet fabulous staff lovely busy hotel reception area always manic pool area got crowded afternoon go morning,4,2,centre everythingstayed friends close shops transport great eating places quieter orchard road room executive room large modern great bath gym fantastic breakfast buffet fabulous staff lovely busy hotel reception area always manic pool area got crowded afternoon go morning,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.9723}",0.9723,2
business visit singapore,service provided within hotel exceptionally good concierge knowledgeable surrounding areas singapore could offer sound advice rooms high standard well furnished breakfasts buffet affair offer excellent choices western local dinner well catered many choices hotel well situated,5,2,business visit singaporeservice provided within hotel exceptionally good concierge knowledgeable surrounding areas singapore could offer sound advice rooms high standard well furnished breakfasts buffet affair offer excellent choices western local dinner well catered many choices hotel well situated,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.9041}",0.9041,2
stop days,day stop singapire airline loved hotel right city center raffles hotel straight across street far walk nearby attractions line gardens bay etc big clean rooms good service free water bottles nice little svimmingpool bar th floor recommend mojito breakfast fantastic think loved hotel would come back day,5,2,stop daysday stop singapire airline loved hotel right city center raffles hotel straight across street far walk nearby attractions line gardens bay etc big clean rooms good service free water bottles nice little svimmingpool bar th floor recommend mojito breakfast fantastic think loved hotel would come back day,"{'neg': 0.062, 'neu': 0.509, 'pos': 0.429, 'compound': 0.9774}",0.9774,2
trip f,attended stayed friend nights f great location room ok room available arrived due overbooking switched us another room turned smoking room great considering smoke honest room much would return would id imagine get better experience f,4,2,trip fattended stayed friend nights f great location room ok room available arrived due overbooking switched us another room turned smoking room great considering smoke honest room much would return would id imagine get better experience f,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.9628}",0.9628,2
good stay,stayed hotel trips singapore budget permits nice hotel good clean room decent size location good near mrt station plenty shops restaurants nearby,5,2,good staystayed hotel trips singapore budget permits nice hotel good clean room decent size location good near mrt station plenty shops restaurants nearby,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.9217}",0.9217,2
perfect location,lovely time carlton singapore last week location perfect convenient purposes room rd floor amazing view bathroom spacious cozy staff courteous helpful allowed late checkout made lovely memories would recommend anyone,5,2,perfect locationlovely time carlton singapore last week location perfect convenient purposes room rd floor amazing view bathroom spacious cozy staff courteous helpful allowed late checkout made lovely memories would recommend anyone,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.9738}",0.9738,2
nice hotel,great location great room great staff service easy explore singapore hotel bus rail doorstep major shopping malls across road iconic raffles hotels,5,2,nice hotelgreat location great room great staff service easy explore singapore hotel bus rail doorstep major shopping malls across road iconic raffles hotels,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.9313}",0.9313,2
sleep room,stayed carlton hotel singpaore without problems first night recent stay intermittent loud noise coming think ac every minutes whole night seconds shrill loud noise made impossible sleep even recorded sound phone going front desk played noise said sorry offered another room lower floor compensation offered free breakfast think bkk room hotel carlton hotel singapore mostly paying good night sleep impossible get room given pay think really,1,0,sleep roomstayed carlton hotel singpaore without problems first night recent stay intermittent loud noise coming think ac every minutes whole night seconds shrill loud noise made impossible sleep even recorded sound phone going front desk played noise said sorry offered another room lower floor compensation offered free breakfast think bkk room hotel carlton hotel singapore mostly paying good night sleep impossible get room given pay think really,"{'neg': 0.065, 'neu': 0.792, 'pos': 0.143, 'compound': 0.7881}",0.7881,2
absolutely brilliant,stayed fro nights holiday europe probably best hotel wife ever stayed location great room spacious clean breakfasts superb staff exemplary special thanks victor rayappen help really great hotel,5,2,absolutely brilliantstayed fro nights holiday europe probably best hotel wife ever stayed location great room spacious clean breakfasts superb staff exemplary special thanks victor rayappen help really great hotel,"{'neg': 0.0, 'neu': 0.398, 'pos': 0.602, 'compound': 0.9837}",0.9837,2
amazing hotel fantastic location,stayed nights moment arrived fantastic service able check early room lovely overlooking pool everyone dealt friendly helpful buffet restaurant amazing breakfast poolside bar great late flight able use pool showers luggage stored locked room road metro stations massive mall everything supermarket shops eating places ever seen definitely stay,5,2,amazing hotel fantastic locationstayed nights moment arrived fantastic service able check early room lovely overlooking pool everyone dealt friendly helpful buffet restaurant amazing breakfast poolside bar great late flight able use pool showers luggage stored locked room road metro stations massive mall everything supermarket shops eating places ever seen definitely stay,"{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.9854}",0.9854,2
pretty good round,first time singapore hotel included overall package market tour operator expecting decent experience upgraded room spacious well equipped shower wet room excellent view great facing outward toward city skyline ask high floor hotel smart impressive lobby breakfast pretty good although naturally catered many chinese guests also used pool basic functional negatives none really room service missed rectified immediately suppose hotel bit clinical lacking personality also quite times answer calling reception call concierge instead,4,2,pretty good roundfirst time singapore hotel included overall package market tour operator expecting decent experience upgraded room spacious well equipped shower wet room excellent view great facing outward toward city skyline ask high floor hotel smart impressive lobby breakfast pretty good although naturally catered many chinese guests also used pool basic functional negatives none really room service missed rectified immediately suppose hotel bit clinical lacking personality also quite times answer calling reception call concierge instead,"{'neg': 0.026, 'neu': 0.669, 'pos': 0.305, 'compound': 0.977}",0.977,2
great stay,stayed carlton nights start july much nicer expected staff friendly room large clean view city amazing used gym couple times although quite small felt everything needed never overcrowded location excellent us within minute work could reach many attractions close hop hop bus stops many restaurants shops also close used taxi get airport really good stay ever go back definitely stay,5,2,great staystayed carlton nights start july much nicer expected staff friendly room large clean view city amazing used gym couple times although quite small felt everything needed never overcrowded location excellent us within minute work could reach many attractions close hop hop bus stops many restaurants shops also close used taxi get airport really good stay ever go back definitely stay,"{'neg': 0.057, 'neu': 0.617, 'pos': 0.327, 'compound': 0.9678}",0.9678,2
back,frequent trips australia bali often made quick flight transfer singapore time wanted discover city booked two nights carton aware two carltons singapore also carlton city hotel close chinatown southbank carlton victoria street sum experiences japanese style bar ground floor never seen open lunchroom quality food reasonable prices beautiful rooms glass window separating bathroom bedroom allows watch telly bathtub attentive roomservice kind helpful staff absolute center town chives center,5,2,backfrequent trips australia bali often made quick flight transfer singapore time wanted discover city booked two nights carton aware two carltons singapore also carlton city hotel close chinatown southbank carlton victoria street sum experiences japanese style bar ground floor never seen open lunchroom quality food reasonable prices beautiful rooms glass window separating bathroom bedroom allows watch telly bathtub attentive roomservice kind helpful staff absolute center town chives center,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.8779}",0.8779,2
great stay,excellent location great restaurants food courts nearby nice clean rooms excellent facilities good staff fantastic coffee cafe foyer good choice rooms next shopping mall raffles shops,5,2,great stayexcellent location great restaurants food courts nearby nice clean rooms excellent facilities good staff fantastic coffee cafe foyer good choice rooms next shopping mall raffles shops,"{'neg': 0.0, 'neu': 0.415, 'pos': 0.585, 'compound': 0.9794}",0.9794,2
one smiles,frequently visit carlton hotel visit spa always greeted friendly doorman worked years proudly told happy working good owners treats staff random conversation made choose carlton impromptu staycation time would say pretty disappointed entrance happily call exit smiles friendly doorman usual spot upon arrival apparently saw departure helping luggage learnt rotating tasks personally feel mistake one interacting greeting smiling would badly need first last,1,0,one smilesfrequently visit carlton hotel visit spa always greeted friendly doorman worked years proudly told happy working good owners treats staff random conversation made choose carlton impromptu staycation time would say pretty disappointed entrance happily call exit smiles friendly doorman usual spot upon arrival apparently saw departure helping luggage learnt rotating tasks personally feel mistake one interacting greeting smiling would badly need first last,"{'neg': 0.091, 'neu': 0.521, 'pos': 0.387, 'compound': 0.9794}",0.9794,2
nice hotel,spent days carlton hotel premier room bed comfortable bathroom pleasant spacious water hot good shower facilities provided restaurant staff pleasant attentive service speedy hotel conveniently located raffles city directly opposite side extensive shopping quick access mrt highly recommended,5,2,nice hotelspent days carlton hotel premier room bed comfortable bathroom pleasant spacious water hot good shower facilities provided restaurant staff pleasant attentive service speedy hotel conveniently located raffles city directly opposite side extensive shopping quick access mrt highly recommended,"{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.9493}",0.9493,2
impeccable perfect visit singapore,way australia wife decided spend nights singapore never singapore looking different choices decided stay carlton hotel singapore hotel first class top bottom check took minutes hotel staff polite efficient super friendly room meticulously clean comfortable bed facilities could possibly need pool gym areas superbly set well equipped getting around hotel easy location fantastic within easy walking distance forms public transport local mobile phone provided useful allowed late check without issues late flight would,5,2,impeccable perfect visit singaporeway australia wife decided spend nights singapore never singapore looking different choices decided stay carlton hotel singapore hotel first class top bottom check took minutes hotel staff polite efficient super friendly room meticulously clean comfortable bed facilities could possibly need pool gym areas superbly set well equipped getting around hotel easy location fantastic within easy walking distance forms public transport local mobile phone provided useful allowed late check without issues late flight would,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.987}",0.987,2
beautiful hotel location,star hotel lives standards clean staff friendly conservative least felt booked nights kingsize bed room decent size clean rooms iron facility tv bath shower facilities lobby reception huge find always busy people checking many airlines staff staying many shops around hotel chijmes famous restaurants right opposite hotel set beautiful building due limited stay decided book hours big bus tour see city short space time four lines red yellow green blue make sure buy line ticket would love visit marina bay,5,2,beautiful hotel locationstar hotel lives standards clean staff friendly conservative least felt booked nights kingsize bed room decent size clean rooms iron facility tv bath shower facilities lobby reception huge find always busy people checking many airlines staff staying many shops around hotel chijmes famous restaurants right opposite hotel set beautiful building due limited stay decided book hours big bus tour see city short space time four lines red yellow green blue make sure buy line ticket would love visit marina bay,"{'neg': 0.019, 'neu': 0.719, 'pos': 0.262, 'compound': 0.9732}",0.9732,2
loved hotel loved club lounge views food,hotel big hotel half price huge one road yet still great views lounge bar also great environment relax eat drink would definitely stay come back singapore,5,2,loved hotel loved club lounge views foodhotel big hotel half price huge one road yet still great views lounge bar also great environment relax eat drink would definitely stay come back singapore,"{'neg': 0.0, 'neu': 0.511, 'pos': 0.489, 'compound': 0.9747}",0.9747,2
well located reasonably priced hotel choice singapore,extended stay singapore stayed different hotels time one spent longest carlton bras basah carlton city hotel different hotel best located far getting metro mrt concerned also right next raffles hotel chijmes establishment hosts plethora mid high range restaurants raffles city mall close proximity metro get walking thru mall key stay us able acclimate well heat humidity singapore deluxe rooms spacious modern well maintained checking weekends using time travel countries,5,2,well located reasonably priced hotel choice singaporeextended stay singapore stayed different hotels time one spent longest carlton bras basah carlton city hotel different hotel best located far getting metro mrt concerned also right next raffles hotel chijmes establishment hosts plethora mid high range restaurants raffles city mall close proximity metro get walking thru mall key stay us able acclimate well heat humidity singapore deluxe rooms spacious modern well maintained checking weekends using time travel countries,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.8591}",0.8591,2
simply best us,really love hotel find another surpasses needs stayed quite times still compare hotels comes price consistent quality far found one better brilliant location centre sightseeing must sees singapore everything else need road across including mrt raffles centre great shopping eating offer tastes prices hotel rooms high quality well fitted good sized bathroom sleeping area beds good size comfortable staff met polite friendly go way always appreciated keep,5,2,simply best usreally love hotel find another surpasses needs stayed quite times still compare hotels comes price consistent quality far found one better brilliant location centre sightseeing must sees singapore everything else need road across including mrt raffles centre great shopping eating offer tastes prices hotel rooms high quality well fitted good sized bathroom sleeping area beds good size comfortable staff met polite friendly go way always appreciated keep,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.989}",0.989,2
superb stay carlton,first time staying hotel situated bras basah everything clean efficient mattress pillows super comfortable wonderful stay makes feel well rested well done carlton hotel,5,2,superb stay carltonfirst time staying hotel situated bras basah everything clean efficient mattress pillows super comfortable wonderful stay makes feel well rested well done carlton hotel,"{'neg': 0.0, 'neu': 0.422, 'pos': 0.578, 'compound': 0.9741}",0.9741,2
absolutely superb hotel,hotel top two hotels anywhere room size fittings oppulent view amazing hotel dining service excellent foyer reception area impressive spacious reception desk staff helpful efficient friendly reception area cafe prices high nevertheless welcome facility carlton first choice revisit singapore,5,2,absolutely superb hotelhotel top two hotels anywhere room size fittings oppulent view amazing hotel dining service excellent foyer reception area impressive spacious reception desk staff helpful efficient friendly reception area cafe prices high nevertheless welcome facility carlton first choice revisit singapore,"{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.9819}",0.9819,2
great location service value,carlton hotel singapore probably best hotel ever stayed great value money front desk service superb fast check express check leaving beautiful hotel mechlin star restaurant lobby great buffet spread restaurant even money exchange machine lobby located near many malls short distance mbs hotel attractions orchard street china town short ride away room could see singapore flyer mbs gardens bay attractions clean cool rooms included rainfall shower huge bathtub soak bathrobes scale iron board hair dryer regular amenities included room safe espresso machine,5,2,great location service valuecarlton hotel singapore probably best hotel ever stayed great value money front desk service superb fast check express check leaving beautiful hotel mechlin star restaurant lobby great buffet spread restaurant even money exchange machine lobby located near many malls short distance mbs hotel attractions orchard street china town short ride away room could see singapore flyer mbs gardens bay attractions clean cool rooms included rainfall shower huge bathtub soak bathrobes scale iron board hair dryer regular amenities included room safe espresso machine,"{'neg': 0.0, 'neu': 0.609, 'pos': 0.391, 'compound': 0.9917}",0.9917,2
location perfect,used carlton work pleasure location price centre singapore one beaten premium club rooms lounge looking little dated compared properties area however options sufficient pre dinner drinks breakfast adequate lots within walking distance escape humidity walking numerous interlinked shopping malls,4,2,location perfectused carlton work pleasure location price centre singapore one beaten premium club rooms lounge looking little dated compared properties area however options sufficient pre dinner drinks breakfast adequate lots within walking distance escape humidity walking numerous interlinked shopping malls,"{'neg': 0.061, 'neu': 0.781, 'pos': 0.158, 'compound': 0.5423}",0.5423,2
excellent hotel,night stopover carlton hotel location colonial section next door raffles chijmes raffles city lots explore foot nearby used club lounge facilities excellent staff went way helpful provided excellent service food,5,2,excellent hotelnight stopover carlton hotel location colonial section next door raffles chijmes raffles city lots explore foot nearby used club lounge facilities excellent staff went way helpful provided excellent service food,"{'neg': 0.0, 'neu': 0.66, 'pos': 0.34, 'compound': 0.9313}",0.9313,2
night stay fabulous,pleasure stay nights way bali upgraded room glass views glad check check staff attentive guy breakfast always made us feel welcome made morning cuppa us room included g phone free use meant could also call home free bonus mobile internet maps meant get lost situated right next door raffles hotel shopping chjimes complex road meant never far anything would definitely recommend return come back,5,2,night stay fabulouspleasure stay nights way bali upgraded room glass views glad check check staff attentive guy breakfast always made us feel welcome made morning cuppa us room included g phone free use meant could also call home free bonus mobile internet maps meant get lost situated right next door raffles hotel shopping chjimes complex road meant never far anything would definitely recommend return come back,"{'neg': 0.029, 'neu': 0.707, 'pos': 0.264, 'compound': 0.9584}",0.9584,2
lovely hotel quite central everything,stayed nights staff obliging friendly arrived early morning able fit us room agreed check time room seen photo seen luxurious rooms must new tower block left bottles water day know part package much appreciated breakfast good although think eat enough justify,4,2,lovely hotel quite central everythingstayed nights staff obliging friendly arrived early morning able fit us room agreed check time room seen photo seen luxurious rooms must new tower block left bottles water day know part package much appreciated breakfast good although think eat enough justify,"{'neg': 0.049, 'neu': 0.647, 'pos': 0.303, 'compound': 0.9313}",0.9313,2
great location beautiful hotel accommodating families,recently spent nights carlton husband month old hotel well located right across road raffles raffles city mall chijmes complex also easy walk bugis suntec city gardens bay stayed executive club room offered us plenty space cot also supplied hotel great view pool area room comfortable well maintained handy smartphone great help us navigate city make free calls back home common facilities also great made particular use dedicated kids pool eat site restaurants room service one night pricey side menu extensive,4,2,great location beautiful hotel accommodating familiesrecently spent nights carlton husband month old hotel well located right across road raffles raffles city mall chijmes complex also easy walk bugis suntec city gardens bay stayed executive club room offered us plenty space cot also supplied hotel great view pool area room comfortable well maintained handy smartphone great help us navigate city make free calls back home common facilities also great made particular use dedicated kids pool eat site restaurants room service one night pricey side menu extensive,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.9904}",0.9904,2
perfect,honestly praise hotel enough singapore five times always like stay different hotel shake things hotel clean modern rooms fantastic bed pillows comfortable mean feat service excellent everyone concierge valet reception staff friendly helpful valet favourite loved happy friendly banter hotel excellent location short walk restaurants bars shops across road historic chijmes huge variety restaurants bars highly recommended definitely back,5,2,perfecthonestly praise hotel enough singapore five times always like stay different hotel shake things hotel clean modern rooms fantastic bed pillows comfortable mean feat service excellent everyone concierge valet reception staff friendly helpful valet favourite loved happy friendly banter hotel excellent location short walk restaurants bars shops across road historic chijmes huge variety restaurants bars highly recommended definitely back,"{'neg': 0.018, 'neu': 0.468, 'pos': 0.514, 'compound': 0.9926}",0.9926,2
great hotel,beautiful hotel great room perfect location close city hall train station takes airport various bus stops great staff helpful lovely pool gym shops restaurants around,5,2,great hotelbeautiful hotel great room perfect location close city hall train station takes airport various bus stops great staff helpful lovely pool gym shops restaurants around,"{'neg': 0.037, 'neu': 0.44, 'pos': 0.523, 'compound': 0.9719}",0.9719,2
