Review Title,Review Description,Review Rating,Sentiment,Review,scores,compound,SIA_sentiment_type
cozy clean rooms superb staff nice view great location lots shopping good eateries,finally found bedder could spend time teenage boy knew room smaller hotels thought give try great surprise indeed swift early check friendly helpful female staff room well kept clean everything need super view room th floor book soon another family day,5,2,cozy clean rooms superb staff nice view great location lots shopping good eateriesfinally found bedder could spend time teenage boy knew room smaller hotels thought give try great surprise indeed swift early check friendly helpful female staff room well kept clean everything need super view room th floor book soon another family day,"{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.9893}",0.9893,2
cool rooms view city,everything order smooth managed avoid long check queue easy find hotel may confusing first timers wished late check still asleep otherwise service good efficient,4,2,cool rooms view cityeverything order smooth managed avoid long check queue easy find hotel may confusing first timers wished late check still asleep otherwise service good efficient,"{'neg': 0.114, 'neu': 0.583, 'pos': 0.303, 'compound': 0.7783}",0.7783,2
great,fas check staff friendly despite spilling drinks hotel lobby staff immediately called housekeeper said okay worries noted husband birthday gave pack macaron wish happy birthday didnt manage get name thank serving us,4,2,greatfas check staff friendly despite spilling drinks hotel lobby staff immediately called housekeeper said okay worries noted husband birthday gave pack macaron wish happy birthday didnt manage get name thank serving us,"{'neg': 0.065, 'neu': 0.583, 'pos': 0.352, 'compound': 0.8834}",0.8834,2
good service,nice hotel room small though liked toiletries tv big enough food cocktail coffee great breakfast good buffet style go gym swimming pool,4,2,good servicenice hotel room small though liked toiletries tv big enough food cocktail coffee great breakfast good buffet style go gym swimming pool,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.9136}",0.9136,2
excellent stay,honestly clear srv im glad chose right staycay spend night location easy find took bus would go another trip try facilities booked overall good day getaway,5,2,excellent stayhonestly clear srv im glad chose right staycay spend night location easy find took bus would go another trip try facilities booked overall good day getaway,"{'neg': 0.0, 'neu': 0.593, 'pos': 0.407, 'compound': 0.9337}",0.9337,2
yotel review,nice funky hotel theme healthy small bites breakfast like cocktails offer polite helpful staff central location comfy high tech bed enough pillows double blinds good diff purposes,4,2,yotel reviewnice funky hotel theme healthy small bites breakfast like cocktails offer polite helpful staff central location comfy high tech bed enough pillows double blinds good diff purposes,"{'neg': 0.04, 'neu': 0.652, 'pos': 0.309, 'compound': 0.8591}",0.8591,2
wonderful trip overall,hotel location easy find orchard road area near shopping centres convenient stores mrt station staffs polite corridor nice room quite ok breakfast dinner hotel need register beforehand get swimming pool gym swimming pool water cold windy clothes fly away luckily fly far used singapore rediscover voucher srv book hotel overall wonderful trip,5,2,wonderful trip overallhotel location easy find orchard road area near shopping centres convenient stores mrt station staffs polite corridor nice room quite ok breakfast dinner hotel need register beforehand get swimming pool gym swimming pool water cold windy clothes fly away luckily fly far used singapore rediscover voucher srv book hotel overall wonderful trip,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.9577}",0.9577,2
excellent,last minute decision staycation price right booked morning check afternoon room super clean bed comfy definitely gonna stay keep good job yotel,5,2,excellentlast minute decision staycation price right booked morning check afternoon room super clean bed comfy definitely gonna stay keep good job yotel,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.9042}",0.9042,2
wonderful stay overall,stayed one night good location orchard road near shopping centres convenient stores mrt stations staffs polite friendly plus corridor room inside great swimming pool wonderful cold windy clothes almost flew away breakfast dinner good overall,5,2,wonderful stay overallstayed one night good location orchard road near shopping centres convenient stores mrt stations staffs polite friendly plus corridor room inside great swimming pool wonderful cold windy clothes almost flew away breakfast dinner good overall,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.9661}",0.9661,2
great location room spacious vegan friendly,great wifi great service friendly staff food options breakfast limited corners room bit dusty relatively quiet good rest work inside room basic room bit small people person okay bed comfortable bed sheets cleaner fresh laundry smell,4,2,great location room spacious vegan friendlygreat wifi great service friendly staff food options breakfast limited corners room bit dusty relatively quiet good rest work inside room basic room bit small people person okay bed comfortable bed sheets cleaner fresh laundry smell,"{'neg': 0.033, 'neu': 0.557, 'pos': 0.409, 'compound': 0.9666}",0.9666,2
night stay yotel singapore,hotel concept cool cabin clean basic necessities provided love bidet toilet shower heads water temperature easy adjust lot tv channels staffs attended us friendly,4,2,night stay yotel singaporehotel concept cool cabin clean basic necessities provided love bidet toilet shower heads water temperature easy adjust lot tv channels staffs attended us friendly,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.936}",0.936,2
clean hotel,hotel clean location convenient feel like room small check time early hope hotel change check time pm instead thank,3,1,clean hotelhotel clean location convenient feel like room small check time early hope hotel change check time pm instead thank,"{'neg': 0.0, 'neu': 0.53, 'pos': 0.47, 'compound': 0.9062}",0.9062,2
n weekday stay,easy find check fuss free went around pm although room quite small comfortable enough pax friendly staff pool simple nice went bar drink promos weekdays,5,2,n weekday stayeasy find check fuss free went around pm although room quite small comfortable enough pax friendly staff pool simple nice went bar drink promos weekdays,"{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.9166}",0.9166,2
singapore discovery voucher staycation,overall good staycation experience good persons whose need room sleep suitable family kids book pool suggestion forget bring along ipad laptop case need surf internet watch youtube,4,2,singapore discovery voucher staycationoverall good staycation experience good persons whose need room sleep suitable family kids book pool suggestion forget bring along ipad laptop case need surf internet watch youtube,"{'neg': 0.055, 'neu': 0.778, 'pos': 0.167, 'compound': 0.5994}",0.5994,2
best vacation ever,great vacation short staycation happy hotel service staff although small room adults room enough move cosy definitely back staycation hope complimentary parking vehicle staycation,5,2,best vacation evergreat vacation short staycation happy hotel service staff although small room adults room enough move cosy definitely back staycation hope complimentary parking vehicle staycation,"{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.9468}",0.9468,2
returning guests keep returning,convenient location live futuristic look feel clean great customer service forgetting friendly neighbourhood robots yoshi yolanda deliver requests room,5,2,returning guests keep returningconvenient location live futuristic look feel clean great customer service forgetting friendly neighbourhood robots yoshi yolanda deliver requests room,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.875}",0.875,2
excellent service,staff friendly accommodating pleasant clean beautiful hotel room also lobby abit small family toddler would great couple location perfect near shopping food,5,2,excellent servicestaff friendly accommodating pleasant clean beautiful hotel room also lobby abit small family toddler would great couple location perfect near shopping food,"{'neg': 0.0, 'neu': 0.369, 'pos': 0.631, 'compound': 0.9769}",0.9769,2
average stay,average stay moths balcony room quite small bed soft felt like sinking though bed adjustable cable tv channels available easy javigate channels friendly staff overall average stay,3,1,average stayaverage stay moths balcony room quite small bed soft felt like sinking though bed adjustable cable tv channels available easy javigate channels friendly staff overall average stay,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.8225}",0.8225,2
superb location value money,location convient right besides shaw house value money good location room small though couple pretty cozy however strong moldy smell blow right us moment open door takes time get used smell,3,1,superb location value moneylocation convient right besides shaw house value money good location room small though couple pretty cozy however strong moldy smell blow right us moment open door takes time get used smell,"{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.9538}",0.9538,2
value money experience,room decent view especially since high also felt spacious although small rainforest shower therapeutic used rediscover voucher included room facilities free breakfasts overall worth experience,4,2,value money experienceroom decent view especially since high also felt spacious although small rainforest shower therapeutic used rediscover voucher included room facilities free breakfasts overall worth experience,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.765}",0.765,2
exciting,really love design room bunk even small really looked stunning toilet design also good looking like star hotel staff friendly helpful,5,2,excitingreally love design room bunk even small really looked stunning toilet design also good looking like star hotel staff friendly helpful,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.9551}",0.9551,2
staycation yotel,one best hotels located orchard area good amenities stayed th time still loving place staff friendly check check process quick fast,5,2,staycation yotelone best hotels located orchard area good amenities stayed th time still loving place staff friendly check check process quick fast,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.9349}",0.9349,2
great recommend,great close bye stations transportation made life easier pool great overall enjoyed experience view also gym nice room service fast nice,5,2,great recommendgreat close bye stations transportation made life easier pool great overall enjoyed experience view also gym nice room service fast nice,"{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.9633}",0.9633,2
staycation yotel orchard,first time stay yotel really amaze us boys excited upon check cabin like outerspace thank yotel night stay awesome food really nice,5,2,staycation yotel orchardfirst time stay yotel really amaze us boys excited upon check cabin like outerspace thank yotel night stay awesome food really nice,"{'neg': 0.0, 'neu': 0.495, 'pos': 0.505, 'compound': 0.9544}",0.9544,2
limited breakfast selection,please variety food breakfast overall expectation generally good even though room small waiting time check fast staff friendly location good fantastic view get stay higher floor,4,2,limited breakfast selectionplease variety food breakfast overall expectation generally good even though room small waiting time check fast staff friendly location good fantastic view get stay higher floor,"{'neg': 0.051, 'neu': 0.613, 'pos': 0.336, 'compound': 0.8934}",0.8934,2
great,room great solo staycay location convenient staff generally friendly would come back staycation future price alright get would recommend,4,2,greatroom great solo staycay location convenient staff generally friendly would come back staycation future price alright get would recommend,"{'neg': 0.0, 'neu': 0.56, 'pos': 0.44, 'compound': 0.8957}",0.8957,2
yotel,bad stay room small breakfast good love body gel smells nice check smooth air con cold enough although already adjusted degree celcius,5,2,yotelbad stay room small breakfast good love body gel smells nice check smooth air con cold enough although already adjusted degree celcius,"{'neg': 0.0, 'neu': 0.657, 'pos': 0.343, 'compound': 0.872}",0.872,2
better options elsewhere sure,fan writing reviews star hotel experience really fallen short feel important everyone considering stay yotel know worst hotel stayed comparable star hotel service experience paid night deluxe room price surge due peak festive booking breakfast pax included dec check stated pm given room pm make wait feel better given complimentary drinks voucher wait cozy restaurant bar around pm asked reception free room upgrade least late check arranged expect star hotel staff reply defensively said sorry wait,1,0,better options elsewhere surefan writing reviews star hotel experience really fallen short feel important everyone considering stay yotel know worst hotel stayed comparable star hotel service experience paid night deluxe room price surge due peak festive booking breakfast pax included dec check stated pm given room pm make wait feel better given complimentary drinks voucher wait cozy restaurant bar around pm asked reception free room upgrade least late check arranged expect star hotel staff reply defensively said sorry wait,"{'neg': 0.102, 'neu': 0.722, 'pos': 0.176, 'compound': 0.791}",0.791,2
good location clean cabin,great location good price clean place shower facilities great room bit small great channels hbo etc bed soft sunk cool adjusted,4,2,good location clean cabingreat location good price clean place shower facilities great room bit small great channels hbo etc bed soft sunk cool adjusted,"{'neg': 0.0, 'neu': 0.439, 'pos': 0.561, 'compound': 0.967}",0.967,2
convenient short stay,great short stay however bed soft keep sitting cause backaches use soft beds however service crew great everyone ever ready help polite well despite busy weekend,4,2,convenient short staygreat short stay however bed soft keep sitting cause backaches use soft beds however service crew great everyone ever ready help polite well despite busy weekend,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.886}",0.886,2
new year eve staycation,booking new year eve staycation sadly didnt see fireworks level overall quite okay check process smooth check okay room clean room small location hotel requires distance walk mrt,3,1,new year eve staycationbooking new year eve staycation sadly didnt see fireworks level overall quite okay check process smooth check okay room clean room small location hotel requires distance walk mrt,"{'neg': 0.076, 'neu': 0.732, 'pos': 0.192, 'compound': 0.5083}",0.5083,2
pleasant stay,clean small room functional layout heart orchard like bed adjustable like hospital bed concept however bed abit soft liking location excellent shopping belt orchard road,4,2,pleasant stayclean small room functional layout heart orchard like bed adjustable like hospital bed concept however bed abit soft liking location excellent shopping belt orchard road,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.9287}",0.9287,2
good view bad beds,good views full length window really soft uneven beds need prep queue outside hotel check wait checked rooms ready disinfecting,4,2,good view bad bedsgood views full length window really soft uneven beds need prep queue outside hotel check wait checked rooms ready disinfecting,"{'neg': 0.121, 'neu': 0.692, 'pos': 0.187, 'compound': 0.2263}",0.2263,2
staycation,room small however bed comfortable check plus eve new year check even though long queue check process fast staff check us friendly efficient day check call receptionist hrs request late check denied lady answered call mention hotel running occupancy understand need bit time told need pack request maybe mins delay sound unhappy mention check later charged sounds threatening though hotelier decade trained speaks mannerly way towards paying guest asking stay answer,2,0,staycationroom small however bed comfortable check plus eve new year check even though long queue check process fast staff check us friendly efficient day check call receptionist hrs request late check denied lady answered call mention hotel running occupancy understand need bit time told need pack request maybe mins delay sound unhappy mention check later charged sounds threatening though hotelier decade trained speaks mannerly way towards paying guest asking stay answer,"{'neg': 0.154, 'neu': 0.737, 'pos': 0.109, 'compound': -0.4404}",-0.4404,0
highly recommended,lovely hotel many friendly helpful staff especially aaron assisting check great customer service good location many shopping malls restaurants around would definitely come back stay longer next visit,5,2,highly recommendedlovely hotel many friendly helpful staff especially aaron assisting check great customer service good location many shopping malls restaurants around would definitely come back stay longer next visit,"{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.9403}",0.9403,2
great location,pros great location friendly thoughtful staff made birthday card kid gifted macarons good shopping food options near hotel stable good wifi cons cleanliness issue curry stains pillow case disposal coffee cup frayed linen bed sheet quilt cover dusty room corners bed pillow soft though people would like personal preference foc parking house guests room tiny though functional room service worries many hour cafes near hotel,4,2,great locationpros great location friendly thoughtful staff made birthday card kid gifted macarons good shopping food options near hotel stable good wifi cons cleanliness issue curry stains pillow case disposal coffee cup frayed linen bed sheet quilt cover dusty room corners bed pillow soft though people would like personal preference foc parking house guests room tiny though functional room service worries many hour cafes near hotel,"{'neg': 0.033, 'neu': 0.676, 'pos': 0.291, 'compound': 0.967}",0.967,2
let robotic experience,overall great hotel stay experience except robotic experience complete failure robots working well fire alarm stay staff handles case professionally annoucement rooms well tv saying fire alarm false thus soothes nerves guests,4,2,let robotic experienceoverall great hotel stay experience except robotic experience complete failure robots working well fire alarm stay staff handles case professionally annoucement rooms well tv saying fire alarm false thus soothes nerves guests,"{'neg': 0.3, 'neu': 0.525, 'pos': 0.174, 'compound': -0.6124}",-0.6124,0
night stay,enjoyable stay great location suitable family room bunk bed queen size bed adjustable many tv channels robot services bring extra towel bottled drinks etc unfortunately chance use spoilt peak period overall good stay,4,2,night stayenjoyable stay great location suitable family room bunk bed queen size bed adjustable many tv channels robot services bring extra towel bottled drinks etc unfortunately chance use spoilt peak period overall good stay,"{'neg': 0.058, 'neu': 0.725, 'pos': 0.217, 'compound': 0.765}",0.765,2
birthday staycation,spending staycation loves one something sweet memorable stay dec birthday celebration spent day nite small cozy hotel enjoy much,5,2,birthday staycationspending staycation loves one something sweet memorable stay dec birthday celebration spent day nite small cozy hotel enjoy much,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.872}",0.872,2
comfortable hotel,hotel room clean n bed comfortable sleep us adjustable suit sitting sleeping positions clear view part orchard area resting room,4,2,comfortable hotelhotel room clean n bed comfortable sleep us adjustable suit sitting sleeping positions clear view part orchard area resting room,"{'neg': 0.0, 'neu': 0.573, 'pos': 0.427, 'compound': 0.8979}",0.8979,2
comfortable stay,comfortable room although little compact staffs friendly nice area near restaurants accessible stores convenient didnt manage go swimming try next time,5,2,comfortable staycomfortable room although little compact staffs friendly nice area near restaurants accessible stores convenient didnt manage go swimming try next time,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.8417}",0.8417,2
staycay,yotel great staycay family near central city walking distance mall staff friendly helpful food halal parking need pay room great clean pool super windy morning thank,5,2,staycayyotel great staycay family near central city walking distance mall staff friendly helpful food halal parking need pay room great clean pool super windy morning thank,"{'neg': 0.033, 'neu': 0.422, 'pos': 0.546, 'compound': 0.9716}",0.9716,2
n staycation,quiet peaceful hotel friendly staff clean cabins delicious food served good location heart orchard road easy self check pcs use big room key drop box check service could improved,4,2,n staycationquiet peaceful hotel friendly staff clean cabins delicious food served good location heart orchard road easy self check pcs use big room key drop box check service could improved,"{'neg': 0.047, 'neu': 0.469, 'pos': 0.484, 'compound': 0.9618}",0.9618,2
xmas staycay,second staycay yotel orchard pleasantly pleased complimentary early check three rooms got higher level time hmmm though gave us connecting room cabins since end warmer usual overall great stay,5,2,xmas staycaysecond staycay yotel orchard pleasantly pleased complimentary early check three rooms got higher level time hmmm though gave us connecting room cabins since end warmer usual overall great stay,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9349}",0.9349,2
staycastion xmas,would definitely return price right complants whatsoever way better service grand hyatt early check late check friendly staff cool locale ease travel ample breakfast,5,2,staycastion xmaswould definitely return price right complants whatsoever way better service grand hyatt early check late check friendly staff cool locale ease travel ample breakfast,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.9393}",0.9393,2
short getaway yotel sg,overall hotel experience excellent staycation sure due covid one serving breakfast instead buffet style pity two robot yolanda yoshi working,5,2,short getaway yotel sgoverall hotel experience excellent staycation sure due covid one serving breakfast instead buffet style pity two robot yolanda yoshi working,"{'neg': 0.078, 'neu': 0.709, 'pos': 0.213, 'compound': 0.5859}",0.5859,2
average staycation venue,fantastic kept waking middle night noise bed husband turn breakfast choice limited choose tasted average menu days stayed room service available takeout,3,1,average staycation venuefantastic kept waking middle night noise bed husband turn breakfast choice limited choose tasted average menu days stayed room service available takeout,"{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.2263}",-0.2263,0
improve breakfast,overall good value hotel stay meal improve tv equipment needs service hotel service crews helpful efficient room cleanliness good reasonably acceptable,3,1,improve breakfastoverall good value hotel stay meal improve tv equipment needs service hotel service crews helpful efficient room cleanliness good reasonably acceptable,"{'neg': 0.0, 'neu': 0.39, 'pos': 0.61, 'compound': 0.9633}",0.9633,2
highly recommended,good location modern cool hotel concept young friendly customer service room cleaned well maintained check process fast easy despite go thru counter service definitely back already recommend friends give try,5,2,highly recommendedgood location modern cool hotel concept young friendly customer service room cleaned well maintained check process fast easy despite go thru counter service definitely back already recommend friends give try,"{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.9501}",0.9501,2
checking takes long long queue,queue check takes toi much time understand covid restrictions process made easier faster two counters checking ic bookings instead one counter,3,1,checking takes long long queuequeue check takes toi much time understand covid restrictions process made easier faster two counters checking ic bookings instead one counter,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4215}",0.4215,2
excellent crew yotel,really enjoyable stay yotel christmas night even stay requested cake put fridge even though request could fulfilled yotel staff responsive email explained could done really appreciate long queue arrived check queue management extremely efficient registration limited counters proactive staff walking around ease pressure counters maybe self service kiosks used check understand limitations due safety distance management cabin tv remote spoilt got trchnician coming fix replacement remote control end within min technician,5,2,excellent crew yotelreally enjoyable stay yotel christmas night even stay requested cake put fridge even though request could fulfilled yotel staff responsive email explained could done really appreciate long queue arrived check queue management extremely efficient registration limited counters proactive staff walking around ease pressure counters maybe self service kiosks used check understand limitations due safety distance management cabin tv remote spoilt got trchnician coming fix replacement remote control end within min technician,"{'neg': 0.047, 'neu': 0.671, 'pos': 0.282, 'compound': 0.9671}",0.9671,2
,good n cool n futuristic hotel view amazing th storey rlly made good use space room provided alot amenities although bed soft n cldnt sleep peacefully,4,2,good n cool n futuristic hotel view amazing th storey rlly made good use space room provided alot amenities although bed soft n cldnt sleep peacefully,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.936}",0.936,2
value money stay middle town,room right pax max bed pillows soft liking sliding mechanism bed causes centre sink little made sleep quite uncomfortable amenities good staff friendly efficient,3,1,value money stay middle townroom right pax max bed pillows soft liking sliding mechanism bed causes centre sink little made sleep quite uncomfortable amenities good staff friendly efficient,"{'neg': 0.074, 'neu': 0.562, 'pos': 0.364, 'compound': 0.8852}",0.8852,2
yotel,pleasant stay got room bunk bed kid love going hotel heart orchard price daily stay reasonable hope future halal breakfast option available,5,2,yotelpleasant stay got room bunk bed kid love going hotel heart orchard price daily stay reasonable hope future halal breakfast option available,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7964}",0.7964,2
staycation yotel singapore orchard road hotel,friend nice stay yotel hotel situated near busy orchard road easier go orchard road mrt station also quite near access enjoy great walk orchard road go back anytime hotel,4,2,staycation yotel singapore orchard road hotelfriend nice stay yotel hotel situated near busy orchard road easier go orchard road mrt station also quite near access enjoy great walk orchard road go back anytime hotel,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.9211}",0.9211,2
good stay,housekeeping cleans room every days prepared ure planning stay week love bed room dining service restaurant hotel lot nearby places eat,4,2,good stayhousekeeping cleans room every days prepared ure planning stay week love bed room dining service restaurant hotel lot nearby places eat,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.8402}",0.8402,2
affordable value money,one best staycations although stay period december holidays peak period pricing surprisingly affordable stay includes complimentary breakfast cocktails facilities available use time required book advance breakfast delicious filling room small cosy may suitable used prefer bigger rooms love bed adjustable mattress pillows extremely soft would recommend visit next time,5,2,affordable value moneyone best staycations although stay period december holidays peak period pricing surprisingly affordable stay includes complimentary breakfast cocktails facilities available use time required book advance breakfast delicious filling room small cosy may suitable used prefer bigger rooms love bed adjustable mattress pillows extremely soft would recommend visit next time,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.9749}",0.9749,2
pleasant experience,check took mins requested late check compensate rejected reason give cause room still cleaning pay extra get room view high floor got floor building infront view room dust edges wall bottle water marks side basin adjustable beds people know press hold middle night someone spam button create much noise small room neighbouring room using toilet water pipe sounds heard middle night,3,1,pleasant experiencecheck took mins requested late check compensate rejected reason give cause room still cleaning pay extra get room view high floor got floor building infront view room dust edges wall bottle water marks side basin adjustable beds people know press hold middle night someone spam button create much noise small room neighbouring room using toilet water pipe sounds heard middle night,"{'neg': 0.103, 'neu': 0.819, 'pos': 0.078, 'compound': -0.2023}",-0.2023,0
cool city hotel,clean compact room well designed good use space great service team location cannot better middle orchard shopping belt eateries opened till late vicinity food drinks komyuniti worthwhile trying nice ambience,4,2,cool city hotelclean compact room well designed good use space great service team location cannot better middle orchard shopping belt eateries opened till late vicinity food drinks komyuniti worthwhile trying nice ambience,"{'neg': 0.055, 'neu': 0.568, 'pos': 0.377, 'compound': 0.9216}",0.9216,2
great location value money,location hotel great located near cafes open till wee morning location orchard road another good factor service staff good room clean check check smooth though bed bit soft liking bunk bed comfortable kid,4,2,great location value moneylocation hotel great located near cafes open till wee morning location orchard road another good factor service staff good room clean check check smooth though bed bit soft liking bunk bed comfortable kid,"{'neg': 0.0, 'neu': 0.527, 'pos': 0.473, 'compound': 0.9753}",0.9753,2
bad check check,hours queueing standing air conditional reached pm lobby manage got hotel card pm required late check allow due hotel fully booked breakfast buffet style limited choices complaint car park already know complimentary car park,1,0,bad check checkhours queueing standing air conditional reached pm lobby manage got hotel card pm required late check allow due hotel fully booked breakfast buffet style limited choices complaint car park already know complimentary car park,"{'neg': 0.173, 'neu': 0.661, 'pos': 0.166, 'compound': -0.3182}",-0.3182,0
family staycation,booked rooms queen bunk bed view days nights stay rooms clean comfy bed crampy family young kids stay check time early unable extend overall great staycation,4,2,family staycationbooked rooms queen bunk bed view days nights stay rooms clean comfy bed crampy family young kids stay check time early unable extend overall great staycation,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.8176}",0.8176,2
n wonderful stay,booked first class king junior suite n really pleasant stay room nice layout view balcony amazing stayed th floor room clean big plus point note housekeeping stays days covid however still request change towels coffee etc concierge cute robot deliver room take awhile concierge answer calls maybe busy gym small clean essential equipments location convenient located behind shaw convenient get mrt station sheltered way would say downside,5,2,n wonderful staybooked first class king junior suite n really pleasant stay room nice layout view balcony amazing stayed th floor room clean big plus point note housekeeping stays days covid however still request change towels coffee etc concierge cute robot deliver room take awhile concierge answer calls maybe busy gym small clean essential equipments location convenient located behind shaw convenient get mrt station sheltered way would say downside,"{'neg': 0.024, 'neu': 0.708, 'pos': 0.268, 'compound': 0.9652}",0.9652,2
solo female stay comfortable fabulous toilet view,enjoy time n stay picked hotel relatively new location good kinda surprised bathroom came full view orchard road back interesting concept enjoyed view use toilet shower remember draw blinds else would free entertainment though think nearest tall building tad far really see anything queen size bed comfortable buttons lift headrest part bed useful overall enjoyed stay queue hour check check breeze though majority guests left premise without proper checking,5,2,solo female stay comfortable fabulous toilet viewenjoy time n stay picked hotel relatively new location good kinda surprised bathroom came full view orchard road back interesting concept enjoyed view use toilet shower remember draw blinds else would free entertainment though think nearest tall building tad far really see anything queen size bed comfortable buttons lift headrest part bed useful overall enjoyed stay queue hour check check breeze though majority guests left premise without proper checking,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.9846}",0.9846,2
excellent yotel,location good room super pretty view beautiful bed super comfortable head rest adjusted good staff super friendly check super fast fuss free definitely go friends family,5,2,excellent yotellocation good room super pretty view beautiful bed super comfortable head rest adjusted good staff super friendly check super fast fuss free definitely go friends family,"{'neg': 0.0, 'neu': 0.214, 'pos': 0.786, 'compound': 0.9935}",0.9935,2
perfect short staycation,location great convenient shopping f b available right next price much reasonable within area also great view however room bit compact nicely arranged,5,2,perfect short staycationlocation great convenient shopping f b available right next price much reasonable within area also great view however room bit compact nicely arranged,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.9413}",0.9413,2
dec,worth money good location stayed th floor view ion orchard obstructed shaw towers hotel offer complimentary car parking paid extra breakfast local dishes room although sound prrof door could hear guest talking corridor,4,2,decworth money good location stayed th floor view ion orchard obstructed shaw towers hotel offer complimentary car parking paid extra breakfast local dishes room although sound prrof door could hear guest talking corridor,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.7003}",0.7003,2
good spending time couple,highlight definitely bed feels sleeping cloud albeit little small platonic partner room also gives clean sleek feeling much brag upgrades room entertainment system even year even touted high tech hotel,3,1,good spending time couplehighlight definitely bed feels sleeping cloud albeit little small platonic partner room also gives clean sleek feeling much brag upgrades room entertainment system even year even touted high tech hotel,"{'neg': 0.029, 'neu': 0.662, 'pos': 0.309, 'compound': 0.886}",0.886,2
annual staycation parents,check fast able check pm instead usual pm despite friday afternoon snaking queues cabin tried first class king junior suite realised real selling point staycation parents surprised big roomy cabin especially compare premium queen cabin bunk comes balconies one outside shower outside bedroom room also comes pull sofa bed room comfortably accommodate adults food booking came f b credit used komyuniti level decided use dinner instead nasi goreng istimewa splendid serving size wise,5,2,annual staycation parentscheck fast able check pm instead usual pm despite friday afternoon snaking queues cabin tried first class king junior suite realised real selling point staycation parents surprised big roomy cabin especially compare premium queen cabin bunk comes balconies one outside shower outside bedroom room also comes pull sofa bed room comfortably accommodate adults food booking came f b credit used komyuniti level decided use dinner instead nasi goreng istimewa splendid serving size wise,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.9217}",0.9217,2
pleasant stay,pleasant stay hotel kids love bunk bed swimming pool something new bunk bed room overall good hotel lives come back stay hotel kid love bunk bed environment,5,2,pleasant staypleasant stay hotel kids love bunk bed swimming pool something new bunk bed room overall good hotel lives come back stay hotel kid love bunk bed environment,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9393}",0.9393,2
housekeeping every days bad soundproof water consistent,hotel policy make room every days parking complimentary pm per entry per hour every minutes location good beside shaw orchard check fast deposit hotel lifts room sewage smell hooks working room size small size budget hotel room size probably x toilet inside half room size hotels half size mandarin orchard deluxe room furama city centre superior room village bugis deluxe room hilton deluxe room putting one inch luggage probably difficulties walking soundproof good hear people showering middle,2,0,housekeeping every days bad soundproof water consistenthotel policy make room every days parking complimentary pm per entry per hour every minutes location good beside shaw orchard check fast deposit hotel lifts room sewage smell hooks working room size small size budget hotel room size probably x toilet inside half room size hotels half size mandarin orchard deluxe room furama city centre superior room village bugis deluxe room hilton deluxe room putting one inch luggage probably difficulties walking soundproof good hear people showering middle,"{'neg': 0.061, 'neu': 0.809, 'pos': 0.13, 'compound': 0.7579}",0.7579,2
