Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:,Hotels
Perfect place ,I will book this hotel if I am lucky to return to Singapore staff and location is good. Located by Raffles Poolside is lovely. Shopping with in area awesome food good service A1 Rooms where well clean and well served by the staff etc.,50,Oct-19,Travelled as a couple,60,68,Carlton
Singapore,"The hotel is clean and nice, suits all needs. Location is optimal for sightseeing and relax area is nice and inviting. However the air conditioning is turned on so high in the lobby and restaurant that it is just unpleasant. The keycards often loose their information if they get in contact with phones, so this was an inconvenience. Also staff is rather busy than nice, which gives an overall rating of ok rather than excellent.",40,Oct-19,Travelled on business,9,7,Carlton
Recommended as an all-round functional hotel. ,"The hotel meets the requirements and offers the general facilities of typical corporate hotel. The staff are pleasant and obliging. Good central location. Very busy and a high volume of guests. Our room had a good view, (18th floor), but felt tired and lacklustre. It’s absolutely fine here, but don’t have expectations!",30,Oct-19,Travelled as a couple,199,162,Carlton
Large hotel in good location,"We stayed at the Carlton  Hotel in Singapore for 6 nights. It's a very large hotel, but you are made to feel like you are the most important guest there. Staff are very friendly. I had booked 2 adjoining Executive rooms, they were quite minamilist in style, but spacious and clean. This hotel is in the Colonial are- a great location with a good shopping centre across the road (which has an excelent food hall downstairs and joins the metro station). I would stay here again- it's a quality hotel.",50,Nov-18,Undisclosed,47,61,Carlton
Fantastic Stopover spot,The Carlton was central to everything. Staff pleasant and helpful. Room spacious and clean. Pool great area to cool off. Opposite Raffles and many shops and eating areas Go underground and explore much more,50,Oct-19,Undisclosed,38,58,Carlton
"Comfort, professional and Smily people","What make the difference in this hotel is the staff. Here you can get an excellent service, but also something that money can not buy, a smile. Five points especially for the concierge and Mr Aktar for his kindness.  The buffet at the breakfast is very full and everyone from all over the world can get their own favorite dish! Very recommended!",50,Oct-19,Travelled on business,25,19,Carlton
Watch out for the lifts,"Nice rooms, clean, tidy, well equipped and new furnishings.  Good gym with plenty of equipments. Small pool with a shortage of shade and beds.  Watch out for the room you are assigned. If it ends with a 16 you are beside a lift. I couldn’t sleep because of its noise all night and got moved.",30,Oct-19,Undisclosed,2432,281,Carlton
Fantastic hotel. ,"We have recently returned from a trip to Singapore, we stayed at the Carlton hotel, We cannot recommend this hotel enough highly enough.    The staff in the premier club room were outstanding and could not do enough for us, we would like to thank you all, sorry we didn’t catch any names.    Our room was spacious and clean perfectly adequate for our needs. The hotel was great location for sight seeing about a 25 min walk to marina bay sands gardens/ hotel. Raffles was next door, so not too far for a Singapore sling.   My husband celebrated his birthday while we were there at no point did we mention it to the hotel but on his birthday a piece of cake with happy birthday pipped on the plate was delivered to our room, what a lovely touch.   We would not hesitate to staying or…",50,Oct-19,Travelled as a couple,10,33,Carlton
2 night stay ,"After a two night stay at a capsule hotel it was a pleasure to check into the Carlton where I was upgraded to a room on the 19th floor. Checkin was efficient and my bags were bought up to the room at the same time as I was given my room key. The room was large, extremely clean and the bathroom was luxurious with an amazing rain shower. No noise from the street or even other rooms and the king size bed was extremely comfortable. Location is good with the city hall mrt across the road as well as numerous luxury shops, a great supermarket and a fabulous food court at raffles mall. Would return again ",40,Oct-19,Travelled solo,4,10,Carlton
Wonderful help,We recently experienced the wonderful service of Sam and Dan and the Concierge team at the Carlton Hotel.  We're not sure if there's an affiliation with The Plaza apartments we stayed in but when we approached the Carlton with our need to store luggage for a day the staff was very obliging. Everyone was courteous and extremely helpful looking after our bags and assisting us with transport. We send a BIG thank you.,40,Oct-19,Undisclosed,8,18,Carlton
Great location friendly staffs ,"Carlton hotel is my home in Singapore. I love its location. It is one block from the subway station and the Raffle City Mall is across the street with great shopping and lots of yummy food. On the basement level is a supermarket, Watson’s, bakeries and different cuisines. If you prefer inexpensive food, stop by the 3rd floor where the food court is. I always manage to attend the 1:15 daily mass at our Lord of the Good Shepherd Catholic Church across the street from the hotel. The well known The Chimes with higher end restaurants is also across the hotel. It is ten minutes walk to the Bugis Junction Mall and there are lots of good stores like Typo, Uniqlo, etc. Right across the mall is the Aberdeen Center with fifty plus super yummy local food, cafes with milk tea, and s variety…",50,Oct-19,Travelled on business,35,33,Carlton
Great location,"This hotel was ideal. Check in was a breeze, they got us in to a room early, after a flight through the night that was very welcome. The room was very nice. The location was perfect for our one night stopover. Highly recommended.",50,Oct-19,Travelled as a couple,35,45,Carlton
"Wow, great location","Opposite Chymes, one of Singapore’s iconic night spots and Raffles City Mall with its fabulous ships and Raffles Hotel this 5* hotel has it all. Friendly staff make staying here an absolute must. For travelling further afield City Hall MRT station is 5 minutes away. For those wishing to chill, the pool, gym and spa are wonderful.",50,Oct-19,Travelled on business,35,48,Carlton
Central to Everything,Room clean and well maintained. Service both restaurant and concierge excellent. Hotel well positioned for all activities. Overall a pleasant stay. I would recommend to future travelers when breaking a journey to Europe.,40,Aug-19,Undisclosed,20,29,Carlton
Good view and Spacious Room,We arrived late from Kuala Lumpur. The hotel upgraded us to premier room with full view of the city. Room was spacious and the bathroom was full glass. The bed was comfortable. Room service was tip top...,40,Sep-19,Travelled as a couple,4,6,Carlton
Great hotel,"Stayed here for 3 nights, really nice hotel. Check in was smooth rooms were very modern and clean, close by to two different metro lines city hall and bras basah were 5 minutes walk away so was great for getting around the city would definitely stay here again!",50,Aug-19,Travelled as a couple,64,95,Carlton
Very satisfied stay,"We had a flight change that put us into Singapore early in the morning, and although checkin wasn’t until the afternoon because they had our room available we were happily given access. Just the beginning for meals at the buffet we were given 50%discount. The handy phone free of charge for use around Singapore was also unexpected and a bonus",50,Jun-19,Undisclosed,6,12,Carlton
Great location but misleading info provided,"When i booked this hotel, I was contacted via email there were no smoking rooms but there was a smoking area on level 4. Upon check in, the man said the same thing and then quickly said there actually was no smoking area at all, only outside on the street. If I knew that was the only place I could smoke, I would not have booked this hotel. As a result of this inconvenienve I didn’t end up spending much time at the hotel. Waste of money really. If you’re not a smoker, no issues for you - but it was the misleading information that the hotel provided me with that annoyed me. Other negatives included: - Three times my card failed to open my room door and I had to get assistance from the lobby. - The bar and the cafe in the lobby are very expensive.  - The room service menu was…",30,Aug-19,Travelled solo,283,100,Carlton
Another perfect stay at the Carlton,"My partner and I stayed at the Carlton for 2 nights in an Executive room. I have stayed at the Carlton in the past and since then the rooms have been renovated. The result is very pleasant and I love the bathroom with the window to the bedroom. I was able to have a soak in the bath and watch TV - very luxurious! There is a roller blind that can be pulled down to separate the two rooms when privacy is required. The bed was super comfortable. Our package included breakfast and the breakfast buffet is extensive, include Asian and western sweet and savoury favourites. The location of the hotel is perfect for easy access to the SMRT, including swift and cheap transport to Changi Airport.",50,Sep-19,Undisclosed,114,59,Carlton
ALMOST TOP NOTCH!,"First off, this is a fantastic hotel! The rooms are excellent. We had a premier club room and it was fantastic. The club lounge is one of the best I have ever had the pleasure to frequent. We were looked after by Dian and Hat and they were amazing!    All the staff here are excellent, they will do anything to make sure your stay is enjoyable. The selection of food  in the lounge for both breakfast and canapés in the evening was very, very good.  The only downside (which is the reason the Carlton hasn't received 5 out of 5) is the Wi-Fi. It is really awful, it's advertised as high speed but believe me it isn't and that really makes a difference. The TV is limited so if you want to catch up with the news back home or (as we did stream live football game,) it was problematic. I…",40,Sep-19,Undisclosed,846,1022,Carlton
Formula One,I stayed recently for the Formula One event and The Carlton Hotel Singapore is great value for money when compared to the other 5 star hotels slightly closer to the circuit.It is a lot lower price than other nearby hotels but offers a really quick entry through Gate 3.The location is perfect and has Raffles City shopping complex directly over the road.Also Chijmes is across the road and Clarke and Boat Quay are around a 15 minute walk.Chinatown is a little further but easy to walk to in around 20 minutes or so.The rooms are spacious and comfortable and I heard no noise when sleeping.The bed is great and the hotel staff efficient and friendly.I had breakfast as part of the deal and a great selection here.All up a really nice hotel close to the Formula One Circuit and really great…,50,Sep-19,Undisclosed,44,70,Carlton
Accommodating staff,"Had a one night stay at this Hotel. Super professional, lovely room, fantastic location, decor amazing throughout, great breakfast, Lyanne from Club Lounge always made sure that I had what I want even though it looks busy went extra mile when it comes to customer service and she made im well looked after. Highly recommended.",50,Sep-19,Travelled on business,2,4,Carlton
AVERAGE HOTEL,"I will like to write a review compared to similar hotels in Singapore and else where in the world in price bracket and star rating DINING: Paper napkins in dining hall breakfast, 4/ 5 star hotels normally provide a cloth napkin.Not even a tea spoon but a wooden stirrer for coffee. For God's sake I was not at McDonald's.Fruits not cut well,just some chunks cut and thrown in for breakfast. To maintain the start rating the food has to be displayed well  Not adequate staff.A queue to get your eggs made is a terrible idea. And then to collect again. These things are streamlined in most hotels and having an omelette station is a regular thing, The chefs look glum faced ROOMS Not even a wardrobe. We need to keep some stuff away from eyes of staff/ other personnel.Water pressure not…",30,Sep-19,Undisclosed,7,15,Carlton
Throughly enjoyed staying at the Carlton hotel in singapore,"Location is great, we could walk to most places, (but we love to walk).  We got a package to include a buffet breakfast which catered to all tastes, coffee and tea was not to our liking and thought that it could be improved. Showers area available on the fourth floor so that you may freshen up before your flights after booking out from your room. (Hard to keep things dry in this area. Maybe a storage area to place your suit case whilst in the shower could be included, otherwise suggest that you take the items from your suitcase and leave your bags in the holding area at checkin/checkout area.)",50,Sep-19,Undisclosed,22,49,Carlton
Very good,"Huge hotel ideally placed for both business and tourist interests delivered pretty much what I would expect.   I’ve seen several critical reviews of staff but I found from check in to concierge to cleaning staff everyone was smiling and genuinely helpful  The room was generic hotel but none the worse for that. Highlights were the fabulous mattress and efficient air-conditioning.   The bath was a little small and the control for drain plug was near broken and I had to twice get staff to come and let out the water.   Most disappointed though that lying there in my bubble bath I could only see the tv through the plate glass divider as there was no sound. Staff told me despite there being a speaker in the ceiling and a volume control it wasn’t actually wired up. Come on  Carlton,…",40,Sep-19,Travelled on business,72,79,Carlton
Excellent hotel close to MRTs,"I had a great experience at the hotel. I was located on the 24th floor. It was a very quiet floor. Great view of city. The room was very clean and spacious. The hotel is close to three mrt stations so I was able to use public transportation on my visit. Between 10-15 minutes to get to marina bay sands, Little India and Chinatown.   Only issue was that the breakfast was very expensive. Maybe it would have been cheaper if I included it in the room charge, but it was sd$38.   Overall I would highly recommend this hotel. Great value for the stay!",50,Aug-19,Travelled solo,44,34,Carlton
Well located hotel in Singapore,"Located near Raffles City shopping mall, Carlton Hotel is a 3 minute walk away from the City Hall MRT (Red and Green lines). Hence it is pretty convenient to be based out of the hotel.   Plenty of food to be found in the mall and Chijmes is just across the road. Easy check in and check out.   Room was spacious and clean, overlooking the swimming pool. Usual amenities of bottled water, free wifi, TV,  bath tub and shower and toiletries.   Paid about SGD222 all in for a night. Reasonable considering that rates for Fairmont across the road from the hotel is double that.   Will likely return to stay here when I am next in Singapore within the area.",40,Sep-19,Undisclosed,76,86,Carlton
Great Hotel for a stay in Singapore,"The Carlton is an excellent hotel to stay in if you are visiting this legendary city. It is located at the heart of the metropole and one can walk or take a short cab ride to the Gardens on the Bay or Haji Lane or the Hawker Fair food market. We were in Singapore for just two days on the way to the Maldives and this was a great way to see the highlights.  The room was exceptionally clean and very comfortable - we were lucky enough to have a spectacular, panoramic view of the city.  Breakfast at the Carlton was very good. The service was exceptional.",40,Aug-19,Undisclosed,78,55,Carlton
Very Impressive,"Location was excellent (walking distance to CBD, Marina Bay etc and key roads for getting around, across the road from a couple of shopping malls and next to Chimes where there are lots of options for food and drinks). Approx 20 mins from the airport. Staff very good and helpful. Breakfast was excellent with a full range that you’d expect from this level of hotel and good quality also. Room was large, comfortable and well equipped. Gym was small but good and had everything you needed. Pool was also small but well spaced with some nice areas for sunbathing and relaxing. Overall, very good and I’d certainly look to come here again. ",50,Aug-19,Travelled on business,570,578,Carlton
Excellent Hotel,"Firstly I would like to say a big thank you to Edward on reception for helping us out this last week. We stayed here for 4 nights and have used this hotel a number of times. The location is fantastic. Supermarket and shopping mall across the road. MRT station 3 minute walk, and walking distance to Arab Street, Bugis Street, China Town and many more places of interest. The beds are very comfortable and the rooms are well appointed. The staff are extremely helpful and their level of customer service is excellent. Will definitely stay here again and highly recommend The Carlton.",50,Aug-19,Undisclosed,40,60,Carlton
A super convenient hotel ,I attended a conference in Singapore and stay in this hotel for 3 nights. This hotel is super convenient where is next to the City Hall MRT station and can reach the convention centre by 15 mins walk.   The room is clean and spacious. I will certainly take this hotel the next time I visit Singapore. ,50,Aug-19,Travelled on business,176,59,Carlton
We know there is better,"The location of this hotel is excellent, just across Raffles shopping center and the Chjmes. The rooms would be good in size and also feel in good state. However the setting seems gloomy. Lots of grey, kind of dark, not so positive. May be just the wrong design or different design. Had extremely loud neighbours with small kids, wonder if there is also an issue with noise insulation. Other people on the floor left 3-4 bags of garbage outside the door (instant noodles and fast food stuff), the issue is not was there for most of the day and completely diminished the perceived quality of the house. The staff at the reception is ok, does not stand out. Asked for a certain type of room (higher floor, quiet), and somehow got just the opposite (and I was very gentle and polite.....).…",30,Aug-19,Travelled on business,1014,508,Carlton
Singapore trip,Was great hotel choice. Service was very good and staff all helpful and pleasant. Very centrally situated for all attractions within walking distance. Next door to raffles and chines and on same road as orchard road so easy to get around. Would visit again ,40,Aug-19,Travelled with friends,104,111,Carlton
Excellent visit for couples,"This was a second visit to the hotel and was excellent for service and attention to detail. The manager of the Club facilities, Mr Kieran Wang, took the time to find out we had visited previously and really made us feel welcome.  His level of attention to detail is exceptional and was always attentive to all guests.  Club facilities are well worth the extra for all day tea and coffee, breakfast and evening cocktails and canapés.  First class",50,Aug-19,Undisclosed,142,79,Carlton
Great location ,This was our first trip to Singapore and we stayed here for 3 nights. The hotel is in a great location for walking around the city but also very close to the MRT stations. The rooms were clean and well appointed. We didn’t spend much time at the hotel but on our way in and out the staff were very friendly and always helpful when needed. The only downside is the pool didn’t have any sun in the mid afternoon when we went there for a relax. ,40,Aug-19,Travelled as a couple,42,58,Carlton
"Great location, comfortable rooms","This is my second time staying at Carlton Hotel Singapore. Stayed for a night during the long weekend in August 2019. Carlton Hotel Singapore is located in City Hall, just a few minutes walk from City Hall MRT Station. It is centrally located and has a lot of nearby shopping centers and places of interest.   Check-in took quite a bit of time, although it was already past the published check-in time. Rooms, like before, were clean and comfortable.   This time, we walked around the hotel to see the facilities. The gym is of a reasonable size and is quite well equipped, the pool is quite small for such a big hotel though. And there were quite a few empty spaces which we though were poorly utilized. Those spaces made us feel like we were in a condominium common area (for bbq pits,…",40,Aug-19,Travelled as a couple,173,88,Carlton
"Central location good for business, but overpriced","Stayed here for 3 nights on business. Great central location.  Got a room upgrade to a premier room, which had a bath.  PROS: - clean and modern. - central location for business and great restaurants nearby.  CONS: - overpriced, even for Singapore standards. Although rate included breakfast.",40,Aug-19,Travelled on business,304,173,Carlton
Stopover in Singapore before flying home.,"After a week in Penang we opted to have one night in Singapore in conjunction with Singapore's Independence Day celebrations. We took a Premier Club Room which gave us free breakfast and nightly free flowing drinks and food from 6pm to 8pm. The Premier Club lounge gave us a great view of the celebrations only a kilometre away.   Check-in is on the 19th Floor for Club guests in the Club Lounge. As we were a little early we were given tea/coffee and biscuits whilst we waited for our room. The room was your standard sized room but very comfortable on the 17th Floor. Plus it had a bath and separate rain shower. Pays to check the hand shower position as when you turn on the shower you can inadvertently get a blast of cold water in the face! The room has iron and ironing board, safe…",50,Aug-19,Undisclosed,71,78,Carlton
Great location. Good hotel,Stayed here for two nights on the way to Europe. Nice rooms and the location is nice and central to just about anywhere you want to go. Perfect for a brief stopover. Pool got rather busy but to be expected with the heat.   ,40,Aug-19,Travelled as a couple,48,57,Carlton
Relaxing stay in Premier Room,We took a risk with the cheaper non refundable rates on a premier room having stayed at this hotel previously. Our room on the 16th floor overlooked the Raffles Hotel swimming pool with a great view of the Marina Bay area. The room could not be faulted although it can take a day or two the work out the shower controls. We walked the couple of blocks to Bugis a few times to take advantage the cheap. The one small complaint is that the Handy phone battery had given up (Management to note - Room 1677) and was no longer functional. The Australian TV channel allowed us to watch all the AFL games over the weekend. Check out the gym and pool if you are that way inclined.,40,Aug-19,Undisclosed,24,43,Carlton
Very good.,Location was perfect for shopping with the Raffles centre diagonally across the road. Raffles hotel also across the road (under renovations). Our room was on the 19th floor (club lounge area.) our breakfast included. Breakfast was adequate with everything you could need and a mix of Asian and the usual western fare.  Room was serviced each day and beds comfortable. Our view from the room wasn’t great but you could ask for a good view if needed. Very clean and interesting glass sculptures in foyer. Other places to dine in the hotel. Raffles has many places to suit the choices are fantastic and designer store shopping. 3/4 levels with food in basement level. Perfect stay for us  for the two days.  Views from 19th floor next to dining room. Towards marina bay raffles centre…,40,Aug-19,Travelled as a couple,31,35,Carlton
Excellent beds and amazing staff!,"Lovely Hotel with fabulous rooms. Staying at the Club was an excellent option. Their staff is friendly and professional, always attentive and making your stay unique.   Their beds are amazing! One of the best ones in which I have ever slept at. Perfect!   The swimming pool is nice but it is better to go at night.   Their Location is good and really close to the best attractions and shopping centres. Events are really well organised.   Definitely not the last time!",50,Jul-19,Travelled on business,61,67,Carlton
Very friendly and helpful staff; clean comfortsble room,"All staff we encountered from cleaners to mid management were courteous and helpful. Our room was clean with a comfortable bed. The night lights took some working out, but we figured them out. A good breakfast is available or just coffee and pastries. The hotel is very close to Raffles City with a food court and MRT",50,Jul-19,Travelled as a couple,50,65,Carlton
Great Stay,"Stayed here for a couple of days on a stopover to Australia - Great room on the 23rd Floor - excellent super king bed - good sized room & facilities - a range of bars & restaurants although we didnt frequent them all. Enjoyed a couple of beers by the pool bar & ate breakfast at the hotel - super selection to suit all tastes & more from Continental,  with a variety of pastries, to a hot buffet of english style ingrecients, omelettes & eggs cooked to order plus an array of diffent Asian breakfast delicacies . Definitely a place to stay",50,Jul-19,Travelled as a couple,645,224,Carlton
Luxury ,Stayed for a night just for experience and we were not disappointed. The room is huge and provided with all amenities as well as fancy things that you can use even outside the hotel. We have a beautiful view and the location of the hotel itself is very convenient. Breakfast was varied and fantastic! We’ll be back.,50,Aug-18,Travelled with family,46,139,Carlton
Nice hotel,"Hotel is located in the center, very close to metro stations. The staff was very professional and helpful, room was nice, modern, spacious and comfortable. There is a nice pool, but unfortunately I did not have time to use it. Breakfast is very good, great variety of food.",50,Jul-19,Travelled solo,56,57,Carlton
Excellent base for a family of four,"We were a family of four, with two children under 4. We stayed for 6 nights. Priorities for us were a convenient location, clean facilities, enough space for all the family and luggage.  The Carlton ticked all of these, however, it does come at a price.  Service-wise, there was no real fault at all. You're met on arrival, luggage taken to the room and check-in was fairly swift. The only thing some might have an issue with is that they do take a deposit. I personally didn't have a big problem with this and the deposit was about 275 SGD. This is to cover things like the minibar I guess, and the full amount was refunded to me. We had breakfast included and the staff there were friendly, especially towards the children. They have high chairs available on request and even provide…",50,Jul-19,Travelled with family,66,55,Carlton
Centre of everything,"Stayed here with friends. It’s close to shops, transport and great eating places. Quieter than orchard road. My room was an executive room. Large and modern. Great bath. Gym was fantastic.  Breakfast buffet fabulous. Staff lovely. It’s a busy hotel (reception area always manic) so pool area got crowded in afternoon - go in the morning. ",40,Jun-19,Travelled with friends,54,58,Carlton
Business visit Singapore,"The service provided within this hotel is exceptionally good. The concierge was very knowledgeable about the surrounding areas of Singapore and could offer sound advice. The rooms are of a high standard and well furnished, Breakfasts are a buffet affair and offer excellent choices both Western and local. Dinner is well catered for with many choices. This hotel is well situated",50,Jun-19,Travelled on business,30,46,Carlton
Stop Over 3 days,"We had a 3 day stop over with Singapire Airline. Loved this hotel right in the city center. Raffles hotel is straight across the street and it was not far to walk to nearby attractions line Gardens by the Bay etc. Big, clean rooms. Very good service. Free water bottles. A nice little svimmingpool with a bar on the 5th floor. I can recommend the Mojito. The breakfast was fantastic, they had all you can think off. A loved this hotel and would come back any day.",50,Jul-19,Travelled as a couple,263,83,Carlton
Trip for the F1,"Attended and stayed with a friend for 3 nights for the F1.  Great location and room was ok, they didn't have the room available when we arrived due to overbooking so switched us to another room. this turned out to be a smoking room so wasn't great considering I don't smoke but to be honest I wasn't in the room much.  Would return and would id imagine get a better experience when the F1 isn't on.",40,Sep-18,Travelled with friends,16,35,Carlton
Good stay,"Stayed in this hotel on a few trips to Singapore, when budget permits. Nice hotel with good clean room and decent size. Location is good and near the MRT station. Plenty of shops and restaurants nearby.",50,Jan-19,Travelled on business,12,25,Carlton
Perfect location. ,We had a lovely time at the Carlton singapore last week. The location was perfect and convenient for all purposes. The room on the 23rd floor had an amazing view and the bathroom was spacious and cozy. The staff was  courteous and helpful and we were allowed a late checkout. We made some lovely memories there. Would recommend to anyone. ,50,Jul-19,Travelled as a couple,3,7,Carlton
Very Nice Hotel,"Great Location, Great room, great staff and service. Very easy to explore Singapore from this Hotel. With Bus and Rail at your doorstep. Major shopping Malls across the road as is the iconic Raffles Hotels.",50,May-19,Travelled as a couple,57,61,Carlton
No sleep in our room,"I have stayed at Carlton hotel Singpaore before without any problems.  During the first night of our recent stay there was an intermittent loud noise coming from what I think was the AC. About every 40 minutes during the whole night there was a 10 seconds shrill loud noise which made it impossible to sleep. I even recorded the sound with my phone before going down to the front desk. I played the noise for them and they said they were sorry and offered another room on a lower floor. The only compensation that was offered was free breakfast. I think that when you BKK a room in a hotel at @Carlton Hotel Singapore, you are mostly paying for a good night sleep. If that is impossible to get in the room that was given to you. Should you then have to pay for that? I think not.  Really…",10,Jul-19,Travelled with family,68,47,Carlton
Absolutely Brilliant,We stayed here fro 3 nights after a holiday in Europe. It is probably the best hotel my wife and I have ever stayed in. Location is great. The room was spacious and very clean. The breakfasts superb and the staff were exemplary. A special thanks to Victor Rayappen for his help. This is really a great hotel.,50,Jun-19,Travelled as a couple,15,46,Carlton
Amazing Hotel - Fantastic Location,We stayed for 4 nights and from the moment we arrived we had fantastic service. We were able to check in early and our room was lovely overlooking the pool. Everyone we dealt with was friendly and helpful. The buffet restaurant is amazing for breakfast and the poolside bar is great too. We had a late flight and was able to use the pool and showers and our luggage was stored in a locked room. Over the road is 2 metro stations and a massive mall with everything from a supermarket to shops and more eating places than I have ever seen. Will definitely stay again. ,50,Jul-19,Travelled with friends,56,47,Carlton
Pretty good all round ,"First time in Singapore and the hotel was included in an overall package with an up market tour operator, so we were expecting a decent experience.  We were in an upgraded room, which was spacious and well equipped. Shower wet room was excellent and our view was great, facing outward toward the city skyline (do ask for this and a high floor).  The hotel is smart, with an impressive lobby. Breakfast is pretty good, although naturally catered more to the many Chinese guests.  We also used the pool which was basic, but functional.  On the negatives, none really.....room service was missed once, but rectified immediately and I suppose the hotel is a bit clinical and lacking personality.  Also quite a few times, there was no answer calling reception, so had to call concierge instead.…",40,Jun-19,Travelled with family,110,91,Carlton
Great stay!,We stayed at the Carlton for 4 nights at the start of July. It was so much nicer than we expected. The staff were all very friendly our room was large and very clean and our view of the city was amazing. We used the gym a couple of times and although it was quite small I felt it had everything we needed and was never overcrowded.  The location was excellent for us within a 10 or 20 minute work you could reach many attractions and it was very close to the hop on hop off bus stops. Many restaurants and shops are also close by so we only used a taxi to get to and from the airport. We had a really good stay and if we ever go back we will definitely stay there again!,50,Jul-19,Travelled as a couple,12,23,Carlton
We will be back !,"On our frequent trips to Australia and Bali we have often made a quick flight transfer at Singapore. This time we wanted to discover the city, and we booked two nights in the Carton. Be aware that there are two Carltons in Singapore, there is also a Carlton City Hotel, close to Chinatown on the southbank.   We had the Carlton on Victoria street. To sum up our experiences :  - a Japanese style bar on the ground floor , which we have never seen open - The lunchroom has quality food for very reasonable prices  - Beautiful rooms, ours had a glass window separating the bathroom and the bedroom.  This allows you to watch the telly from your bathtub... - Attentive roomservice and very kind and helpful staff  - In the absolute center of town, with the chives center with all it's…",50,Jul-19,Undisclosed,105,90,Carlton
Great stay,Excellent location great restaurants and food courts nearby. Nice and clean rooms. Excellent facilities very good staff. Fantastic coffee in cafe in foyer. Good choice of rooms. Next to shopping mall (Raffles shops) ,50,Jul-19,Travelled as a couple,5,10,Carlton
No one smiles there.,"I frequently visit the Carlton hotel as i visit the spa there. I was always greeted by a friendly doorman who have worked there for years. He had proudly told me that he was happy working there and how good the owners treats the staff in random conversation with him.   That made me choose Carlton for my impromptu staycation this time but I would say that I’m pretty disappointed.  Entrance (or should I happily call it the exit) - No smiles and the friendly doorman was not at his usual spot upon arrival.  So apparently, I saw him during departure. Helping with luggage. I’ve learnt from him that they are rotating tasks which I personally feel it’s a mistake.   He is the only one who is interacting, greeting and smiling. You would badly need him there as your first and last…",10,Jul-19,Travelled solo,19,28,Carlton
Nice Hotel,"We spent 3 days in Carlton Hotel  premier room .The bed was very comfortable and the bathroom pleasant and spacious. Water was hot and good shower facilities were provided. Restaurant Staff were very pleasant and attentive, service was speedy.The hotel is conveniently located with Raffles City directly opposite side.Extensive shopping and quick access to the MRT .Highly recommended.",50,Jul-18,Travelled solo,27,18,Carlton
"Impeccable, Perfect Visit to Singapore!","On our way to Australia my wife and I Decided to spend 3 nights in Singapore. We had never been to Singapore and after looking at a few different choices I decided to stay at the Carlton Hotel Singapore. The Hotel Was First Class from top to bottom. The Check-in only took a few minutes and the Hotel staff were Polite, Efficient and super friendly! The room was meticulously clean, with a very comfortable bed and all the facilities we could possibly need. Both the Pool and Gym areas were superbly set up and well equipped and getting around the hotel was easy. The location is fantastic within easy walking distance of all forms of public transport. The local mobile phone provided was very useful. We were allowed late check out without any issues as we had a late flight. I would…",50,Jun-19,Travelled as a couple,19,18,Carlton
Beautiful Hotel And Location,"The 4 star hotel lives up to its standards. Very clean and the staff are friendly but more conservative at least that’s how I felt.   We booked for 3 nights kingsize bed and the room was decent size and very clean.   The rooms have iron facility, tv, bath and shower facilities.   The lobby/reception is huge and you will find it is always busy with people checking in and out with many airlines staff staying there too.   There are many shops around the hotel and Chijmes famous restaurants are right opposite the hotel set in a beautiful building.   Due to our limited stay, we decided to book 48 hours Big Bus tour to see the city in a short space of time. There are four lines (red,yellow,green and blue). Make sure to buy all line ticket as you would love to visit the Marina Bay…",50,Jun-19,Travelled as a couple,68,59,Carlton
"Loved this hotel, loved the club lounge for the views and the food.","This hotel is a BIG hotel. It is half the price of the huge one down the road and yet still has great views and the lounge bar also has a great environment in which to relax, eat and drink. I would most definitely stay here should I come back to Singapore. ",50,Oct-18,Undisclosed,119,75,Carlton
Well located and reasonably priced - my hotel of choice when in Singapore!,"I was on an extended stay in Singapore and stayed at 3 different hotels during this time. The one I spent the longest was The Carlton on Bras Basah (there is a Carlton City Hotel which is different). This hotel was the best located as far as getting to the metro (or MRT) was concerned. It was also right next to the Raffles hotel, Chijmes establishment that hosts a plethora of mid to high range restaurants, and the Raffles City Mall. Close proximity to the Metro (which you can get to walking thru the mall) was key to my stay as being from the US I was not able to acclimate very well to the heat and humidity of Singapore. The Deluxe rooms were spacious, modern and well maintained. I was checking in and out over the weekends as I was using this time to travel to other countries in…",50,May-19,Travelled on business,24,26,Carlton
Simply the best for us,"Really do love this hotel and can’t find another that surpasses it for our needs. We have stayed here quite a few times and I still compare with other hotels when it comes to price and consistent quality, so far I have not found one better.  It has a brilliant location in the centre of the sightseeing ‘must sees’ in Singapore and has everything else you need just down the road or across from it including the MRT. Raffles Centre has great shopping and eating to offer for all tastes and prices!  The hotel rooms are of a high quality, well fitted out with a good sized bathroom and sleeping area. The beds are a good size and comfortable.  The staff I have met are polite, friendly and do go out of their way when they can and that is always appreciated.  Keep doing what you do and we…",50,Jun-19,Travelled as a couple,100,106,Carlton
Superb stay at the Carlton !,It was our first time staying in this hotel situated in Bras Basah. Everything was clean and efficient and the mattress and pillows were super comfortable. A wonderful stay that makes you feel well-rested. Well done Carlton Hotel! ,50,Jun-19,Travelled with family,6,11,Carlton
Absolutely superb hotel,"This Hotel is in my top two hotels anywhere.  The room size and fittings were oppulent, the view amazing, the in-hotel dining and service excellent, the foyer/reception area impressive and spacious, the reception desk staff helpful, efficient and friendly.  The reception area cafe prices were high, but nevertheless a welcome facility.  The Carlton will be my first and only choice if and when we revisit Singapore.",50,May-19,Travelled with family,16,34,Carlton
